"Treatment","ID","PIC","Head_area","Tail_area","Head_DNA","Tail_DNA","Head_DNA_.","Tail_DNA_.","Head_Radius","Tail_Length","Comet_lenght","Olive_Tail_Moment"
"cold","1Col","1Col - 8",3951,94,"863,83","3,2694000","99,6230","0,37705",35,3,74,"0,136233000"
"cold","1Col","1Col - 8",2923,672,"966,82","56,9466000","94,4375","5,56246",30,15,76,"1,669040000"
"cold","1Col","1Col - 8",3089,854,"939,89","67,1763000","93,3295","6,67052",31,16,79,"2,029410000"
"cold","1Col","1Col - 8",2885,864,"935,18","86,8264000","91,5043","8,49566",30,19,80,"2,556820000"
"cold","1Col","1Col - 8",2532,488,"905,57","36,4358000","96,1321","3,86788",29,11,70,"1,073580000"
"cold","1Col","1Col - 8",2888,420,"991,77","26,6165000","97,3864","2,61361",30,10,71,"0,773956000"
"cold","1Col","1Col - 8",4221,469,"1778,78","46,1206000","97,4727","2,52729",38,13,90,"1,022610000"
"cold","1Col","1Col - 8",2699,655,"982,78","54,4186000","94,7533","5,24669",29,11,70,"1,396120000"
"cold","1Col","1Col - 8",2927,627,"979,94","50,6294000","95,0872","4,91277",30,14,75,"1,507310000"
"cold","1Col","1Col - 8",2914,407,"861,32","21,6318000","97,5500","2,44996",30,9,70,"0,684246000"
"cold","1Col","1Col - 8",2877,460,"933,55","32,7439000","96,6114","3,38860",30,11,72,"1,007890000"
"cold","1Col","1Col - 8",2736,440,"843,63","29,7317000","96,5957","3,40429",29,9,68,"0,949552000"
"cold","1Col","1Col - 8",3122,605,"1054,10","45,6560000","95,8485","4,15148",31,11,74,"1,253370000"
"cold","1Col","1Col - 8",3103,634,"928,38","46,6843000","95,2122","4,78783",31,14,77,"1,547770000"
"cold","1Col","1Col - 8",3280,561,"936,11","31,7753000","96,7170","3,28297",32,10,75,"0,997524000"
"cold","1Col","1Col - 8",3071,470,"1035,81","30,8138000","97,1111","2,88892",31,9,72,"0,800447000"
"cold","1Col","1Col - 8",3280,496,"1046,61","34,6908000","96,7918","3,20824",32,10,75,"1,006690000"
"cold","1Col","1Col - 9",2690,454,"913,73","38,8688000","95,9197","4,08031",29,11,70,"1,201010000"
"cold","1Col","1Col - 9",2714,475,"972,78","30,2913000","96,9801","3,01987",31,9,72,"0,793925000"
"cold","1Col","1Col - 9",2871,438,"1088,50","33,3741000","97,0251","2,97486",30,9,70,"0,878661000"
"cold","1Col","1Col - 9",2274,510,"897,31","61,5256000","93,5833","6,41673",27,13,68,"1,873550000"
"cold","1Col","1Col - 9",1658,821,"799,54","108,9620000","88,0064","11,99360",24,17,66,"2,692520000"
"cold","1Col","1Col - 9",2821,420,"991,56","24,6775000","97,5717","2,42833",32,7,72,"0,667032000"
"cold","1Col","1Col - 9",2820,688,"1091,55","51,7785000","95,4712","4,52875",31,17,80,"1,345510000"
"cold","1Col","1Col - 9",3160,2,"830,78","0,0441866","99,9947","0,00532",32,3,68,"0,001795580"
"cold","1Col","1Col - 9",3107,544,"1006,01","33,5886000","96,7691","3,23092",31,9,72,"0,859593000"
"cold","1Col","1Col - 9",2733,754,"811,77","52,6407000","93,9102","6,08979",29,16,75,"1,754540000"
"cold","1Col","1Col - 9",3060,409,"910,94","24,6856000","97,3616","2,63840",31,11,74,"0,844021000"
"cold","1Col","1Col - 9",2869,917,"902,62","79,9413000","91,8640","8,13604",30,19,80,"2,463000000"
"cold","1Col","1Col - 9",2198,878,"311,78","32,1505000","90,6521","9,34785",27,17,72,"1,971110000"
"cold","1Col","1Col - 9",2543,270,"833,32","18,5581000","97,8215","2,17850",28,8,65,"0,614219000"
"cold","1Col","1Col - 9",3338,473,"974,87","26,7719000","97,3272","2,67281",32,11,76,"0,887489000"
"cold","1Col","1Col - 9",2665,784,"966,31","59,5505000","94,1950","5,80496",29,16,75,"1,556140000"
"cold","1Col","1Col - 9",3422,549,"1056,79","33,7956000","96,9012","3,09884",33,14,81,"1,075650000"
"cold","1Col","1Col - 9",2697,700,"928,27","63,5117000","93,5962","6,40379",29,16,75,"1,942500000"
"cold","1Col","1Col - 9",2894,582,"867,78","45,9520000","94,9709","5,02906",30,14,75,"1,562950000"
"cold","1Col","1Col - 9",2846,591,"859,64","37,6304000","95,8061","4,19388",30,13,74,"1,152750000"
"cold","1Col","1Col - 9",2696,31,"636,37","1,1118800","99,8256","0,17442",29,3,62,"0,050836800"
"cold","1Col","1Col - 9",3132,792,"951,04","54,2761000","94,6011","5,39893",31,16,79,"1,683570000"
"cold","1Col","1Col - 9",3969,828,"1691,15","80,8863000","95,4354","4,56459",35,16,87,"1,612760000"
"cold","1Col","1Col - 9",1812,1428,"568,88","228,4960000","71,3440","28,65600",24,28,77,"7,501570000"
"cold","1Col","1Col - 9",2896,710,"904,43","52,4040000","94,5232","5,47683",30,13,74,"1,615210000"
"cold","1Col","1Col - 9",2669,524,"789,56","38,5539000","95,3444","4,65561",29,11,70,"1,223530000"
"cold","1Col","1Col - 9",2520,678,"790,68","53,2294000","93,6925","6,30747",28,13,70,"1,735120000"
"cold","1Col","1Col - 9",2678,623,"776,13","40,2222000","95,0730","4,92704",29,11,70,"1,288070000"
"cold","1Col","1Col - 9",4205,922,"1717,77","82,1588000","95,4354","4,56455",36,15,88,"1,615790000"
"cold","1Col","1Col - 9",3087,541,"1046,37","36,2458000","96,6520","3,34797",31,11,74,"0,973042000"
"cold","1Col","1Col - 9",3073,623,"914,08","39,4897000","95,8588","4,14124",31,12,75,"1,232200000"
"cold","1Col","1Col - 9",2889,467,"968,98","34,0299000","96,6072","3,39279",30,12,73,"1,040200000"
"cold","1Col","1Col - 9",3055,570,"984,93","40,7304000","96,0288","3,97115",31,15,78,"1,264770000"
"cold","1Col","1Col - 9",2719,387,"960,68","25,5779000","97,4066","2,59342",29,9,68,"0,687239000"
"cold","1Col","1Col - 9",3087,471,"921,27","30,1954000","96,8264","3,17357",31,11,74,"1,019320000"
"cold","1Col","1Col - 9",2750,805,"840,48","63,4470000","92,9810","7,01904",29,15,74,"2,028120000"
"cold","1Col","1Col - 9",3179,447,"1011,04","30,2955000","97,0907","2,90928",32,7,72,"0,709824000"
"cold","1Col","1Col - 9",2658,510,"1012,27","36,9374000","96,4795","3,52050",29,10,69,"0,986575000"
"cold","1Col","1Col - 9",2610,602,"963,03","48,8058000","95,1765","4,82350",29,12,71,"1,092340000"
"cold","1Col","1Col - 9",2257,472,"903,25","49,5954000","94,7950","5,20500",27,11,66,"1,434590000"
"cold","1Col","1Col - 9",2875,806,"1049,03","72,4124000","93,5429","6,45705",30,15,76,"1,849790000"
"cold","1Col","1Col - 9",2907,349,"1056,66","25,0373000","97,6854","2,31462",30,7,68,"0,645097000"
"cold","1Col","1Col - 9",2476,429,"810,33","30,0647000","96,4226","3,57745",28,5,62,"0,783436000"
"cold","1Col","1Col - 10",3132,469,"1090,27","31,2901000","97,2101","2,78986",31,9,72,"0,808712000"
"cold","1Col","1Col - 10",3085,322,"1088,60","25,7268000","97,6913","2,30873",31,8,71,"0,729336000"
"cold","1Col","1Col - 10",3352,395,"1085,59","29,1334000","97,3865","2,61351",33,3,70,"0,291171000"
"cold","1Col","1Col - 10",2892,383,"940,33","27,6127000","97,1473","2,85272",30,11,72,"0,875720000"
"cold","1Col","1Col - 10",3101,462,"969,87","35,9411000","96,4266","3,57336",31,13,76,"1,151810000"
"cold","1Col","1Col - 10",2832,505,"934,27","49,2796000","94,9896","5,01038",30,13,74,"1,570570000"
"cold","1Col","1Col - 10",2641,424,"853,64","26,6540000","96,9721","3,02786",29,6,65,"0,471863000"
"cold","1Col","1Col - 10",3869,769,"1615,29","93,7927000","94,5121","5,48791",35,18,89,"2,091990000"
"cold","1Col","1Col - 10",2709,558,"938,16","50,9585000","94,8481","5,15192",29,13,72,"1,536720000"
"cold","1Col","1Col - 10",2513,457,"854,42","41,9306000","95,3221","4,67791",28,9,66,"1,048820000"
"cold","1Col","1Col - 10",3702,200,"1222,40","12,4532000","98,9915","1,00848",34,7,76,"0,352799000"
"cold","1Col","1Col - 10",2796,272,"947,36","15,4967000","98,3905","1,60945",30,5,66,"0,387478000"
"cold","1Col","1Col - 10",2854,429,"906,30","24,8858000","97,3275","2,67250",31,7,70,"0,510680000"
"cold","1Col","1Col - 10",3058,633,"969,48","43,3372000","95,7211","4,27889",31,15,78,"1,314350000"
"cold","1Col","1Col - 10",2546,413,"876,74","24,7020000","97,2597","2,74029",28,15,72,"0,742723000"
"cold","1Col","1Col - 10",3058,435,"882,27","23,7278000","97,3810","2,61898",31,10,73,"0,777942000"
"cold","1Col","1Col - 10",2324,583,"780,43","49,7293000","94,0097","5,99031",27,12,67,"1,504270000"
"cold","1Col","1Col - 10",3253,508,"976,38","33,5297000","96,6799","3,32009",32,12,77,"1,058180000"
"cold","1Col","1Col - 10",2679,362,"805,86","23,3917000","97,1792","2,82082",31,8,71,"0,728753000"
"cold","1Col","1Col - 10",2648,560,"993,08","46,9545000","95,4853","4,51471",29,11,70,"1,244010000"
"cold","1Col","1Col - 10",3044,404,"1048,29","27,4345000","97,4497","2,55033",31,9,72,"0,752154000"
"cold","1Col","1Col - 10",3192,261,"1092,47","16,3166000","98,5284","1,47157",32,7,72,"0,434264000"
"cold","2Col","2Col - 1",2937,608,"896,99","41,3421000","95,5941","4,40589",30,14,75,"1,298880000"
"cold","2Col","2Col - 1",2358,372,"801,90","27,4778000","96,6869","3,31307",27,7,62,"0,797297000"
"cold","2Col","2Col - 1",2876,512,"860,08","35,2877000","96,0589","3,94112",30,14,75,"1,217300000"
"cold","2Col","2Col - 1",3068,802,"951,43","58,0060000","94,2536","5,74639",31,15,78,"1,716320000"
"cold","2Col","2Col - 1",2894,573,"955,00","43,9606000","95,5994","4,40064",30,13,74,"1,337350000"
"cold","2Col","2Col - 1",3032,672,"964,89","46,9419000","95,3607","4,63930",31,12,75,"1,325130000"
"cold","2Col","2Col - 1",3190,627,"969,32","47,0952000","95,3666","4,63345",32,15,80,"1,593700000"
"cold","2Col","2Col - 1",3310,609,"977,44","33,0493000","96,7294","3,27062",32,12,77,"1,000270000"
"cold","2Col","2Col - 1",2616,596,"873,93","43,3337000","95,2758","4,72422",29,13,72,"1,267990000"
"cold","2Col","2Col - 1",2657,734,"895,92","58,0660000","93,9133","6,08666",29,15,74,"1,780340000"
"cold","2Col","2Col - 1",2862,301,"811,90","14,7451000","98,2163","1,78371",30,6,67,"0,464673000"
"cold","2Col","2Col - 1",3124,374,"872,48","18,8050000","97,8901","2,10988",31,8,71,"0,620808000"
"cold","2Col","2Col - 1",3213,373,"869,90","18,4596000","97,9221","2,07794",32,8,73,"0,632586000"
"cold","2Col","2Col - 1",3061,650,"899,27","41,4251000","95,5963","4,40365",31,12,75,"1,275210000"
"cold","2Col","2Col - 1",2666,825,"831,11","85,7549000","90,6470","9,35304",29,19,78,"2,839980000"
"cold","2Col","2Col - 1",3215,361,"927,39","18,3075000","98,0641","1,93587",32,6,71,"0,513630000"
"cold","2Col","2Col - 1",2994,477,"972,89","28,4277000","97,1610","2,83904",31,9,72,"0,745452000"
"cold","2Col","2Col - 1",3258,779,"977,28","55,4399000","94,6317","5,36834",32,14,79,"1,652980000"
"cold","2Col","2Col - 1",3111,320,"924,44","20,8952000","97,7896","2,21035",32,8,73,"0,660107000"
"cold","2Col","2Col - 1",3033,552,"933,79","44,2278000","95,4778","4,52221",31,17,80,"1,574360000"
"cold","2Col","2Col - 1",2691,260,"560,58","10,8550000","98,1004","1,89958",29,8,67,"0,527090000"
"cold","2Col","2Col - 1",2918,665,"933,11","51,3742000","94,7816","5,21839",30,13,74,"1,436930000"
"cold","2Col","2Col - 1",2895,583,"952,74","46,9427000","95,3043","4,69574",30,14,75,"1,428180000"
"cold","2Col","2Col - 1",3103,592,"795,38","36,6949000","95,5899","4,41005",31,14,77,"1,446410000"
"cold","2Col","2Col - 1",3131,623,"818,15","34,7646000","95,9240","4,07599",31,13,76,"1,201280000"
"cold","2Col","2Col - 1",3102,530,"874,93","30,9702000","96,5813","3,41872",31,12,75,"0,970808000"
"cold","2Col","2Col - 1",2951,599,"597,26","28,9121000","95,3827","4,61726",30,12,73,"1,316110000"
"cold","2Col","2Col - 2",3267,592,"853,13","37,2041000","95,8213","4,17868",32,14,79,"1,347630000"
"cold","2Col","2Col - 2",3118,358,"867,72","20,3384000","97,7098","2,29021",31,8,71,"0,685831000"
"cold","2Col","2Col - 2",2675,36,"727,83","1,4763400","99,7976","0,20243",29,3,62,"0,059555800"
"cold","2Col","2Col - 2",2530,560,"877,74","52,7785000","94,3280","5,67198",28,13,70,"1,632340000"
"cold","2Col","2Col - 2",3282,506,"979,29","31,4436000","96,8890","3,11095",32,11,76,"0,998889000"
"cold","2Col","2Col - 2",3276,162,"833,09","6,7528600","99,1959","0,80406",32,5,70,"0,252959000"
"cold","2Col","2Col - 2",2733,360,"776,68","21,5390000","97,3016","2,69838",29,9,68,"0,713225000"
"cold","2Col","2Col - 2",2510,463,"813,02","36,3198000","95,7238","4,27623",29,12,71,"1,286040000"
"cold","2Col","2Col - 2",2738,733,"871,72","59,2276000","93,6379","6,36207",29,17,76,"1,793430000"
"cold","2Col","2Col - 2",2857,650,"886,62","54,6382000","94,1952","5,80483",30,17,78,"1,850820000"
"cold","2Col","2Col - 2",2907,491,"849,97","31,8519000","96,3880","3,61204",30,11,72,"1,071980000"
"cold","2Col","2Col - 2",3281,211,"920,23","10,1183000","98,9124","1,08758",32,5,70,"0,348439000"
"cold","2Col","2Col - 2",3051,446,"791,67","28,7140000","96,4999","3,50008",31,12,75,"1,125000000"
"cold","2Col","2Col - 2",3697,348,"792,25","13,7283000","98,2967","1,70332",34,8,77,"0,567327000"
"cold","2Col","2Col - 2",4049,462,"1625,08","32,0844000","98,0639","1,93610",36,9,82,"0,621095000"
"cold","2Col","2Col - 2",2882,617,"885,87","50,4296000","94,6139","5,38606",30,14,75,"1,619170000"
"cold","2Col","2Col - 2",2920,563,"900,37","41,0667000","95,6379","4,36212",30,12,73,"1,291110000"
"cold","2Col","2Col - 2",3236,419,"843,56","22,0981000","97,4473","2,55275",32,10,75,"0,816531000"
"cold","2Col","2Col - 3",3618,275,"848,81","13,1668000","98,4725","1,52752",34,9,78,"0,563607000"
"cold","2Col","2Col - 3",3428,375,"868,61","16,2022000","98,1688","1,83115",33,6,73,"0,548961000"
"cold","2Col","2Col - 3",3213,457,"887,62","28,8529000","96,8517","3,14826",32,12,77,"1,045110000"
"cold","2Col","2Col - 3",3265,392,"1003,42","22,4989000","97,8069","2,19306",32,8,73,"0,699454000"
"cold","2Col","2Col - 3",2503,465,"851,25","37,8191000","95,7462","4,25377",28,9,66,"1,117000000"
"cold","2Col","2Col - 3",2954,292,"1022,67","18,5881000","98,2148","1,78515",30,6,67,"0,506924000"
"cold","2Col","2Col - 3",2888,299,"1024,73","19,2135000","98,1595","1,84047",30,7,68,"0,535901000"
"cold","2Col","2Col - 3",2755,553,"1046,42","40,9536000","96,2337","3,76628",30,13,74,"1,053200000"
"cold","2Col","2Col - 3",3060,380,"1012,51","28,5562000","97,2570","2,74299",31,9,72,"0,829263000"
"cold","2Col","2Col - 3",3473,2,"1034,96","0,0413880","99,9960","0,00400",34,3,72,"0,001393410"
"cold","2Col","2Col - 3",2750,463,"1007,19","34,3212000","96,7047","3,29534",29,9,68,"0,886284000"
"cold","2Col","2Col - 3",2710,451,"937,17","35,2977000","96,3703","3,62969",29,9,68,"0,985722000"
"cold","2Col","2Col - 3",2685,306,"855,99","20,2883000","97,6847","2,31529",29,6,65,"0,619747000"
"cold","2Col","2Col - 3",2761,655,"958,39","48,1102000","95,2201","4,77994",30,12,73,"1,413310000"
"cold","2Col","2Col - 3",3114,663,"1032,94","47,9108000","95,5673","4,43269",31,11,74,"1,233110000"
"cold","2Col","2Col - 3",3293,341,"1045,76","20,9204000","98,0387","1,96126",32,9,74,"0,623049000"
"cold","2Col","2Col - 3",2341,374,"857,14","34,8590000","96,0920","3,90798",27,9,64,"1,050450000"
"cold","2Col","2Col - 3",3105,541,"1017,96","40,6279000","96,1620","3,83795",31,11,74,"1,202270000"
"cold","2Col","2Col - 3",2999,577,"947,96","33,7836000","96,5588","3,44120",32,10,75,"0,973390000"
"cold","2Col","2Col - 3",2721,509,"872,96","32,1304000","96,4500","3,54997",29,9,68,"0,879912000"
"cold","2Col","2Col - 3",2942,416,"1030,42","30,4175000","97,1327","2,86730",31,9,72,"0,903287000"
"cold","2Col","2Col - 3",2459,769,"990,87","87,1374000","91,9168","8,08316",28,15,72,"2,286680000"
"cold","2Col","2Col - 3",2686,419,"971,79","32,0616000","96,8062","3,19385",29,10,69,"0,915353000"
"cold","2Col","2Col - 3",2737,700,"960,81","58,2841000","94,2808","5,71922",29,13,72,"1,518460000"
"cold","2Col","2Col - 3",3555,1175,"1123,88","84,9049000","92,9760","7,02398",35,12,83,"1,675700000"
"cold","2Col","2Col - 3",2879,529,"1005,00","40,1387000","96,1595","3,84051",30,12,73,"1,093960000"
"cold","2Col","2Col - 3",3333,472,"965,36","29,3997000","97,0446","2,95545",32,10,75,"0,942915000"
"cold","2Col","2Col - 3",3297,394,"1019,68","22,4697000","97,8439","2,15609",32,9,74,"0,666663000"
"cold","2Col","2Col - 3",3077,526,"1037,40","36,7181000","96,5815","3,41845",31,11,74,"1,017440000"
"cold","2Col","2Col - 3",2638,561,"984,68","45,2519000","95,6063","4,39367",29,10,69,"1,094810000"
"cold","2Col","2Col - 3",3207,409,"1025,76","23,8906000","97,7239","2,27606",32,5,70,"0,515722000"
"cold","2Col","2Col - 3",2898,444,"953,12","28,6798000","97,0789","2,92114",30,9,70,"0,782528000"
"cold","2Col","2Col - 3",2727,153,"864,84","8,1862500","99,0623","0,93768",29,4,63,"0,269392000"
"cold","2Col","2Col - 3",3191,441,"1050,26","26,5602000","97,5335","2,46654",32,8,73,"0,726082000"
"cold","2Col","2Col - 3",3337,368,"1127,77","24,2342000","97,8963","2,10366",32,8,73,"0,663532000"
"cold","2Col","2Col - 3",3295,557,"1036,68","39,1669000","96,3594","3,64055",32,12,77,"1,173120000"
"cold","2Col","2Col - 3",3001,371,"1005,51","23,1278000","97,7516","2,24838",31,7,70,"0,615611000"
"cold","2Col","2Col - 3",2515,625,"884,93","68,0799000","92,8564","7,14365",28,16,73,"2,127240000"
"cold","2Col","2Col - 3",2706,545,"863,34","43,5225000","95,2007","4,79926",29,12,71,"1,337750000"
"cold","2Col","2Col - 3",3638,2,"786,91","-0,0119037","100,0020","-0,00151",35,3,74,"-0,000583887"
"cold","2Col","2Col - 4",3035,601,"999,25","43,8068000","95,8001","4,19985",31,13,76,"1,284310000"
"cold","2Col","2Col - 4",3133,521,"952,76","35,0742000","96,4494","3,55062",31,11,74,"1,100910000"
"cold","2Col","2Col - 4",2706,574,"802,79","41,5734000","95,0763","4,92366",29,13,72,"1,394800000"
"cold","2Col","2Col - 4",2735,851,"828,89","66,7684000","92,5454","7,45464",29,17,76,"2,174930000"
"cold","2Col","2Col - 4",3292,655,"985,12","42,7850000","95,8376","4,16236",32,12,77,"1,253810000"
"cold","2Col","2Col - 4",3051,120,"918,50","5,5671000","99,3975","0,60245",31,5,68,"0,189449000"
"cold","2Col","2Col - 4",2382,713,"871,06","62,0408000","93,3511","6,64889",28,15,72,"1,762710000"
"cold","2Col","2Col - 4",3190,369,"996,24","27,1324000","97,3487","2,65129",32,11,76,"0,902890000"
"cold","2Col","2Col - 4",3343,323,"1106,48","17,0960000","98,4784","1,52157",32,8,73,"0,482064000"
"cold","2Col","2Col - 4",3108,477,"998,28","28,6482000","97,2103","2,78970",31,9,72,"0,800047000"
"cold","2Col","2Col - 4",3256,588,"1014,48","39,5027000","96,2520","3,74795",32,12,77,"1,153740000"
"cold","2Col","2Col - 4",2262,233,"846,16","15,7587000","98,1717","1,82834",28,5,62,"0,427093000"
"cold","2Col","2Col - 4",2596,610,"1024,68","51,7392000","95,1934","4,80660",30,12,73,"1,349950000"
"cold","2Col","2Col - 4",2534,257,"980,15","20,6589000","97,9358","2,06423",28,5,62,"0,519126000"
"cold","2Col","2Col - 4",3079,459,"1095,72","34,4714000","96,9499","3,05005",31,11,74,"0,930676000"
"cold","2Col","2Col - 4",2671,355,"975,09","27,6895000","97,2387","2,76127",29,9,68,"0,790443000"
"cold","2Col","2Col - 4",3254,467,"1046,54","33,1214000","96,9322","3,06778",32,10,75,"0,983548000"
"cold","2Col","2Col - 4",3486,361,"1135,28","22,1236000","98,0885","1,91149",33,7,74,"0,596057000"
"cold","2Col","2Col - 4",3074,502,"1061,94","38,3482000","96,5147","3,48529",31,12,75,"1,080410000"
"cold","2Col","2Col - 4",2933,602,"1058,99","49,6986000","95,5173","4,48265",30,13,74,"1,339150000"
"cold","2Col","2Col - 4",3060,565,"1115,78","41,5246000","96,4119","3,58805",31,10,73,"1,049030000"
"cold","2Col","2Col - 4",3125,284,"952,29","18,3850000","98,1060","1,89403",31,7,70,"0,572131000"
"cold","2Col","2Col - 4",2906,504,"1001,61","42,9004000","95,8928","4,10721",30,11,72,"1,233710000"
"cold","2Col","2Col - 4",2893,35,"769,24","1,3232300","99,8283","0,17172",30,3,64,"0,051980300"
"cold","2Col","2Col - 4",3266,565,"1106,46","40,8630000","96,4384","3,56161",32,12,77,"1,084030000"
"cold","2Col","2Col - 4",3069,749,"1048,95","63,7877000","94,2675","5,73252",31,16,79,"1,805050000"
"cold","2Col","2Col - 4",3669,274,"1193,49","14,8689000","98,7695","1,23050",34,6,75,"0,367658000"
"cold","2Col","2Col - 4",3484,350,"1137,10","22,0218000","98,1001","1,89987",33,8,75,"0,621641000"
"cold","2Col","2Col - 4",2758,637,"1052,32","54,1865000","95,1029","4,89709",30,12,73,"1,447230000"
"cold","2Col","2Col - 4",3319,413,"1107,34","28,1084000","97,5245","2,47554",32,12,77,"0,816826000"
"cold","2Col","2Col - 4",3230,503,"1134,98","33,5364000","97,1300","2,87000",32,9,74,"0,825327000"
"cold","2Col","2Col - 4",3437,453,"1124,16","29,7854000","97,4188","2,58118",33,10,77,"0,847889000"
"cold","2Col","2Col - 4",3119,515,"1056,41","37,8296000","96,5428","3,45716",31,12,75,"1,080630000"
"cold","2Col","2Col - 4",2667,903,"984,03","95,8037000","91,1279","8,87208",29,19,78,"2,641810000"
"cold","2Col","2Col - 4",3274,456,"1060,51","26,5851000","97,5545","2,44551",32,8,73,"0,717587000"
"cold","2Col","2Col - 4",2887,538,"981,28","45,1520000","95,6010","4,39895",30,10,71,"1,278550000"
"cold","2Col","2Col - 4",3077,587,"1043,88","47,8158000","95,6201","4,37995",31,13,76,"1,382630000"
"cold","2Col","2Col - 4",3637,603,"1063,34","45,6837000","95,8807","4,11928",34,13,82,"1,365500000"
