"Treatment","ID","PIC","Head_area","Tail_area","Head_DNA","Tail_DNA","Head_DNA_.","Tail_DNA_.","Head_Radius","Tail_Length","Comet_lenght","Olive_Tail_Moment"
"freezing","6F","6F - 5",2717,369,"1424,65","39,8936000","97,2760","2,72396",29,8,67,"0,776382000"
"freezing","6F","6F - 5",3089,448,"1710,15","43,3356000","97,5286","2,47140",31,10,73,"0,735717000"
"freezing","6F","6F - 5",2719,336,"1370,51","27,5529000","98,0292","1,97079",29,12,71,"0,565627000"
"freezing","6F","6F - 5",2716,325,"1396,44","29,3588000","97,9409","2,05911",29,7,66,"0,553594000"
"freezing","6F","6F - 5",2745,2,"1239,26","0,0461836","99,9963","0,00373",29,3,62,"0,001170360"
"freezing","6F","6F - 5",5305,2372,"1324,88","138,3590000","90,5444","9,45565",41,34,117,"4,436380000"
"freezing","6F","6F - 5",2747,106,"1307,96","5,7071500","99,5656","0,43445",29,3,62,"0,114361000"
"freezing","6F","6F - 5",2201,231,"1169,59","22,1616000","98,1404","1,85957",26,7,60,"0,488871000"
"freezing","6F","6F - 5",4744,6012,"766,41","412,8640000","64,9901","35,00990",39,77,156,"20,004800000"
"freezing","6F","6F - 6",2724,420,"1269,66","35,2177000","97,3011","2,69892",29,11,70,"0,762259000"
"freezing","6F","6F - 6",2492,174,"1345,17","12,8480000","99,0539","0,94609",28,5,62,"0,242868000"
"freezing","6F","6F - 6",2180,443,"1351,90","57,7440000","95,9036","4,09636",27,11,66,"1,129350000"
"freezing","6F","6F - 6",2709,227,"1500,52","18,6921000","98,7696","1,23038",29,6,65,"0,339971000"
"freezing","6F","6F - 6",2812,199,"1479,27","14,6559000","99,0190","0,98103",30,3,64,"0,190404000"
"freezing","6F","6F - 6",2694,132,"1358,06","9,0821300","99,3357","0,66432",29,6,65,"0,184063000"
"freezing","6F","6F - 6",2549,412,"1324,70","38,4177000","97,1816","2,81837",28,9,66,"0,757384000"
"freezing","6F","6F - 6",2688,331,"1398,57","33,5500000","97,6573","2,34268",29,8,67,"0,677504000"
"freezing","6F","6F - 6",2725,560,"1440,91","51,6615000","96,5388","3,46125",29,13,72,"0,979398000"
"freezing","6F","6F - 6",2560,452,"1351,81","44,1260000","96,8390","3,16102",28,12,69,"0,884488000"
"freezing","6F","6F - 6",3059,51,"1271,72","2,6691500","99,7906","0,20945",31,3,66,"0,063802800"
"freezing","6F","6F - 6",4643,1380,"1427,78","93,7007000","93,8415","6,15852",38,27,104,"2,444510000"
"freezing","6F","6F - 6",2364,206,"1252,00","16,6350000","98,6888","1,31125",27,5,60,"0,330817000"
"freezing","6F","6F - 6",3046,215,"1233,69","15,4419000","98,7638","1,23621",31,4,67,"0,298780000"
"freezing","6F","6F - 6",2666,465,"1445,52","49,9412000","96,6605","3,33952",29,9,68,"0,889926000"
"freezing","6F","6F - 6",2369,127,"1245,96","9,3668500","99,2538","0,74617",27,4,59,"0,195311000"
"freezing","6F","6F - 6",2879,287,"1575,27","23,8380000","98,5093","1,49070",30,6,67,"0,435593000"
"freezing","6F","6F - 6",2191,2,"1158,89","0,0469121","99,9960","0,00405",26,3,56,"0,001151100"
"freezing","6F","6F - 6",2699,355,"1315,86","32,4864000","97,5906","2,40936",29,11,70,"0,704204000"
"freezing","6F","6F - 6",4051,4563,"1009,03","451,1910000","69,1012","30,89880",37,57,132,"13,405100000"
"freezing","6F","6F - 6",2352,459,"1280,06","47,7603000","96,4031","3,59690",27,8,63,"0,862597000"
"freezing","6F","6F - 6",2908,2,"1353,41","0,0288857","99,9979","0,00213",32,3,68,"0,000729524"
"freezing","6F","6F - 6",2705,225,"1430,52","19,0015000","98,6891","1,31087",29,6,65,"0,364113000"
"freezing","6F","6F - 6",2316,134,"1201,75","9,3041700","99,2317","0,76827",27,4,59,"0,191749000"
"freezing","6F","6F - 6",5123,1580,"1253,99","94,9093000","92,9640","7,03604",40,26,107,"3,014240000"
"freezing","6F","6F - 6",2384,265,"1234,82","21,7802000","98,2667","1,73327",27,5,60,"0,428226000"
"freezing","6F","6F - 6",2828,238,"1399,63","20,8872000","98,5296","1,47040",30,6,67,"0,426085000"
"freezing","6F","6F - 6",2475,306,"1412,50","30,4304000","97,8911","2,10892",28,7,64,"0,564071000"
"freezing","6F","6F - 6",2856,57,"1477,93","3,4089700","99,7699","0,23013",30,3,64,"0,069639600"
"freezing","6F","6F - 6",2709,377,"1372,09","32,0440000","97,7179","2,28212",29,8,67,"0,630852000"
"freezing","6F","6F - 6",2684,433,"1295,96","42,9480000","96,7923","3,20769",29,10,69,"0,933278000"
"freezing","6F","6F - 6",2944,417,"1477,06","35,5574000","97,6493","2,35073",30,7,68,"0,636885000"
"freezing","6F","6F - 6",5987,3442,"2221,23","327,4720000","87,1514","12,84860",45,44,135,"6,675190000"
"freezing","6F","6F - 6",3059,458,"1478,24","39,3418000","97,4076","2,59241",31,10,73,"0,761544000"
"freezing","6F","6F - 7",4464,6894,"510,64","605,1980000","45,7628","54,23720",38,80,157,"31,272400000"
"freezing","6F","6F - 7",2703,387,"1367,33","36,0882000","97,4286","2,57145",29,9,68,"0,713102000"
"freezing","6F","6F - 7",2893,246,"1541,05","21,9912000","98,5931","1,40695",30,7,68,"0,415476000"
"freezing","6F","6F - 7",5485,2239,"1291,35","185,0010000","87,4690","12,53100",43,34,121,"8,300970000"
"freezing","6F","6F - 7",3095,393,"1523,14","33,6470000","97,8387","2,16131",31,8,71,"0,632898000"
"freezing","6F","6F - 7",2372,122,"1153,89","9,0496900","99,2218","0,77817",27,3,58,"0,197021000"
"freezing","6F","6F - 7",3123,580,"1516,49","50,3627000","96,7857","3,21426",31,13,76,"0,926451000"
"freezing","6F","6F - 7",3679,360,"1328,47","26,2266000","98,0640","1,93598",34,11,80,"0,697311000"
"freezing","6F","6F - 7",2541,438,"1325,40","45,2292000","96,7001","3,29988",28,11,68,"0,899636000"
"freezing","6F","6F - 7",2260,341,"1400,51","44,9735000","96,8887","3,11130",27,9,64,"0,869411000"
"freezing","6F","6F - 7",5511,530,"2573,47","32,8310000","98,7403","1,25968",42,10,95,"0,486285000"
"freezing","6F","6F - 7",3679,6106,"723,44","662,6580000","52,1925","47,80750",36,60,133,"22,303800000"
"freezing","6F","6F - 7",2735,337,"1383,27","30,2076000","97,8629","2,13711",29,8,67,"0,579246000"
"freezing","6F","6F - 7",2676,289,"1417,14","26,9059000","98,1368","1,86323",29,7,66,"0,539760000"
"freezing","6F","6F - 7",3928,271,"1483,60","15,8618000","98,9422","1,05783",35,5,76,"0,342423000"
"freezing","6F","6F - 7",2370,136,"1227,94","10,6884000","99,1371","0,86292",27,5,60,"0,234806000"
"freezing","6F","6F - 7",2558,118,"1381,71","7,9786000","99,4259","0,57413",28,3,60,"0,150012000"
"freezing","6F","6F - 7",2878,439,"1425,50","37,6355000","97,4277","2,57226",30,9,70,"0,705635000"
"freezing","6F","6F - 7",3119,307,"1498,94","24,9293000","98,3641","1,63592",31,6,69,"0,487837000"
"freezing","6F","6F - 7",6372,2622,"2287,92","243,7200000","90,3730","9,62696",45,34,125,"4,782700000"
"freezing","6F","6F - 7",2829,506,"1428,26","45,9195000","96,8851","3,11491",30,11,72,"0,892792000"
"freezing","6F","6F - 7",5580,4805,"1046,58","418,6690000","71,4269","28,57310",42,56,141,"14,649500000"
"freezing","6F","6F - 7",2508,385,"1291,00","35,0764000","97,3549","2,64513",28,11,68,"0,728461000"
"freezing","6F","6F - 7",2899,274,"1515,49","18,7963000","98,7749","1,22508",30,4,65,"0,308721000"
"freezing","6F","6F - 7",2696,265,"1408,55","24,2379000","98,3083","1,69166",29,6,65,"0,484548000"
"freezing","6F","6F - 7",2555,148,"1213,61","10,0746000","99,1767","0,82330",28,4,61,"0,201227000"
"freezing","6F","6F - 7",3094,541,"1258,61","45,3446000","96,5225","3,47748",31,13,76,"1,067480000"
"freezing","6F","6F - 7",2526,286,"1404,73","27,4665000","98,0822","1,91779",28,7,64,"0,530796000"
"freezing","6F","6F - 7",2883,357,"1338,60","25,3465000","98,1417","1,85832",30,8,69,"0,481403000"
"freezing","6F","6F - 7",2667,406,"1519,65","34,6374000","97,7715","2,22851",29,7,66,"0,539416000"
"freezing","6F","6F - 7",2222,119,"1205,44","9,2671900","99,2371","0,76292",26,3,56,"0,191057000"
"freezing","6F","6F - 7",2901,467,"1542,99","44,8694000","97,1742","2,82577",30,11,72,"0,819422000"
"freezing","6F","6F - 7",2518,414,"1354,00","51,9951000","96,3019","3,69811",28,9,66,"1,035640000"
"freezing","6F","6F - 7",2474,133,"1267,32","8,3794800","99,3431","0,65685",28,3,60,"0,143631000"
"freezing","6F","6F - 7",2890,253,"1415,71","22,2745000","98,4510","1,54901",30,4,65,"0,382147000"
"freezing","6F","6F - 7",3059,211,"1610,37","15,9458000","99,0195","0,98048",31,5,68,"0,269695000"
"freezing","6F","6F - 8",2445,328,"1371,28","39,7339000","97,1840","2,81599",28,8,65,"0,780384000"
"freezing","6F","6F - 8",4838,2287,"1360,39","158,0130000","89,5935","10,40650",39,35,114,"4,483960000"
"freezing","6F","6F - 8",2392,505,"1336,23","54,1070000","96,1084","3,89165",27,12,67,"0,973945000"
"freezing","6F","6F - 8",5332,3379,"1428,12","228,3240000","86,2160","13,78400",41,55,138,"6,976020000"
"freezing","6F","6F - 8",3232,542,"1699,34","49,5830000","97,1649","2,83506",32,12,77,"0,864553000"
"freezing","6F","6F - 8",3053,550,"1497,77","99,0631000","93,7963","6,20371",31,3,66,"1,208420000"
"freezing","6F","6F - 8",2481,455,"1351,44","53,7999000","96,1715","3,82853",28,13,70,"1,097740000"
"freezing","6F","6F - 8",2856,454,"1499,68","46,6533000","96,9830","3,01703",30,10,71,"0,894437000"
"freezing","6F","6F - 8",3272,673,"1732,07","70,4056000","96,0940","3,90604",32,11,76,"1,160270000"
"freezing","6F","6F - 8",3764,825,"1703,32","88,6548000","95,0527","4,94734",35,9,80,"0,950511000"
"freezing","6F","6F - 8",2919,365,"1616,57","36,4329000","97,7960","2,20404",30,8,69,"0,638397000"
"freezing","6F","6F - 8",3022,331,"1607,34","31,7090000","98,0654","1,93460",31,8,71,"0,560130000"
"freezing","6F","6F - 8",5575,1925,"1588,41","154,5310000","91,1339","8,86611",43,21,108,"3,203300000"
"freezing","6F","6F - 8",2527,2,"1162,54","0,0602217","99,9948","0,00518",28,3,60,"0,001554710"
"freezing","6F","6F - 8",2930,494,"1476,42","50,4298000","96,6971","3,30286",30,11,72,"1,002530000"
"freezing","6F","6F - 8",2693,411,"1434,31","41,3996000","97,1946","2,80541",29,9,68,"0,787266000"
"freezing","6F","6F - 8",2922,2,"1508,57","0,0376948","99,9975","0,00250",31,3,66,"0,000807201"
"freezing","6F","6F - 8",2696,553,"1452,71","68,2513000","95,5126","4,48738",29,14,73,"1,299840000"
"freezing","6F","6F - 8",3071,519,"1627,85","50,7232000","96,9782","3,02181",31,14,77,"0,963633000"
"freezing","6F","6F - 8",2884,521,"1426,29","48,9867000","96,6795","3,32051",30,13,74,"0,967744000"
"freezing","6F","6F - 8",4131,2868,"1461,90","244,4180000","85,6757","14,32430",36,45,118,"5,655830000"
"freezing","6F","6F - 8",3106,493,"1547,93","42,1123000","97,3515","2,64850",31,12,75,"0,821459000"
"freezing","6F","6F - 8",2414,670,"1350,50","77,2701000","94,5881","5,41194",28,15,72,"1,469130000"
"freezing","6F","6F - 8",2717,560,"1496,77","65,8201000","95,7877","4,21226",29,11,70,"1,156620000"
"freezing","6F","6F - 8",2343,121,"1223,01","7,7972800","99,3665","0,63351",27,3,58,"0,111709000"
"freezing","6F","6F - 8",6082,3056,"884,93","161,7360000","84,5476","15,45240",44,41,130,"8,146660000"
"freezing","6F","6F - 8",2877,517,"1547,00","61,8915000","96,1532","3,84683",30,12,73,"1,181820000"
"freezing","6F","6F - 9",2915,653,"1598,70","72,6359000","95,6540","4,34598",30,16,77,"1,341420000"
"freezing","6F","6F - 9",2705,537,"1397,22","62,4040000","95,7247","4,27535",29,16,75,"1,261480000"
"freezing","6F","6F - 9",3299,708,"1724,76","71,3707000","96,0264","3,97357",32,17,82,"1,323390000"
"freezing","6F","6F - 9",4537,6106,"931,61","359,5810000","72,1512","27,84880",38,95,172,"19,709200000"
"freezing","6F","6F - 9",2687,219,"1401,92","18,1555000","98,7215","1,27848",29,7,66,"0,358928000"
"freezing","6F","6F - 9",4588,1659,"1127,90","88,5118000","92,7235","7,27647",38,43,120,"3,484520000"
"freezing","6F","6F - 9",5631,1938,"2347,43","120,8980000","95,1020","4,89796",42,41,126,"2,433430000"
"freezing","6F","6F - 9",2673,513,"1382,29","63,6614000","95,5973","4,40275",29,15,74,"1,357150000"
"freezing","6F","6F - 9",2886,773,"1464,82","84,9472000","94,5187","5,48128",30,19,80,"1,793400000"
"freezing","6F","6F - 9",3902,1854,"878,30","111,0920000","88,7716","11,22840",35,42,113,"4,169260000"
"freezing","6F","6F - 9",2361,493,"1249,93","60,4054000","95,3901","4,60991",27,13,68,"1,271200000"
"freezing","6F","6F - 9",2704,660,"1357,91","75,3646000","94,7418","5,25821",29,18,77,"1,635060000"
"freezing","6F","6F - 9",2386,368,"1198,24","43,8425000","96,4702","3,52975",27,8,63,"0,929888000"
"freezing","6F","6F - 9",2977,801,"1602,70","72,2648000","95,6856","4,31440",31,19,82,"1,318950000"
"freezing","6F","6F - 9",3289,779,"1753,13","85,1161000","95,3697","4,63028",32,15,80,"1,473550000"
"freezing","6F","6F - 9",3040,519,"1429,59","43,6643000","97,0362","2,96379",31,11,74,"0,895493000"
"freezing","6F","6F - 9",3294,1004,"1741,61","92,9355000","94,9341","5,06586",32,18,83,"1,544910000"
"freezing","6F","6F - 9",3272,499,"1789,65","38,9705000","97,8689","2,13114",32,11,76,"0,696067000"
"freezing","6F","6F - 9",4150,2373,"1470,51","192,2640000","88,4372","11,56280",36,50,123,"4,883110000"
"freezing","6F","6F - 9",2916,600,"1567,97","65,6668000","95,9803","4,01966",30,13,74,"1,194720000"
"freezing","6F","6F - 9",2521,556,"1422,58","82,5485000","94,5155","5,48447",28,15,72,"1,633390000"
"freezing","6F","6F - 9",2569,126,"1324,03","9,2875900","99,3034","0,69658",28,4,61,"0,197897000"
"freezing","6F","6F - 9",2363,552,"1296,36","67,6168000","95,0427","4,95733",27,15,70,"1,424980000"
"freezing","6F","6F - 9",2955,500,"1697,93","52,1371000","97,0209","2,97915",31,12,75,"0,923522000"
"freezing","6F","6F - 9",4234,244,"1635,21","14,5233000","99,1197","0,88034",37,7,82,"0,330985000"
"freezing","6F","6F - 9",2820,2,"1504,05","0,0575268","99,9962","0,00382",30,3,64,"0,001201650"
"freezing","6F","6F - 9",5439,5437,"1630,98","630,2900000","72,1267","27,87330",42,72,157,"16,930800000"
"freezing","6F","6F - 9",2655,573,"1449,09","73,3221000","95,1838","4,81619",29,14,73,"1,451740000"
"freezing","6F","6F - 9",3081,376,"1349,15","29,4860000","97,8612","2,13878",31,7,70,"0,604812000"
"freezing","6F","6F - 10",2700,343,"1279,38","30,9809000","97,6357","2,36431",29,8,67,"0,664530000"
"freezing","6F","6F - 10",3119,565,"1619,36","52,8920000","96,8371","3,16292",31,10,73,"0,899421000"
"freezing","6F","6F - 10",3343,446,"1697,25","40,5872000","97,6645","2,33550",33,9,76,"0,687017000"
"freezing","6F","6F - 10",3902,1219,"440,55","40,7395000","91,5354","8,46458",35,23,94,"3,023370000"
"freezing","6F","6F - 10",2700,592,"1302,32","60,7858000","95,5406","4,45935",29,13,72,"1,287400000"
"freezing","6F","6F - 10",2929,304,"1356,21","23,1111000","98,3245","1,67553",30,6,67,"0,472791000"
"freezing","6F","6F - 10",2722,116,"1233,52","6,4507200","99,4798","0,52023",29,3,62,"0,134438000"
"freezing","6F","6F - 10",2535,41,"1251,07","2,5300000","99,7982","0,20182",28,3,60,"0,057793700"
"freezing","6F","6F - 10",2719,281,"1344,43","23,4941000","98,2825","1,71750",29,8,67,"0,463113000"
"freezing","6F","6F - 10",2687,281,"1362,03","25,5105000","98,1615","1,83854",29,6,65,"0,502170000"
"freezing","6F","6F - 10",4941,1030,"1117,87","59,8016000","94,9220","5,07797",40,13,94,"1,632120000"
"freezing","6F","6F - 10",3240,331,"1644,61","23,8737000","98,5691","1,43086",32,8,73,"0,408895000"
"freezing","6F","6F - 10",3047,457,"1596,21","40,6466000","97,5168","2,48321",31,9,72,"0,679785000"
"freezing","6F","6F - 10",5348,1144,"1505,04","78,7205000","95,0295","4,97047",41,16,99,"1,839820000"
"freezing","6F","6F - 10",3058,408,"1453,63","33,4972000","97,7475","2,25247",31,8,71,"0,611034000"
"freezing","6F","6F - 10",3301,122,"1363,26","7,9791800","99,4181","0,58190",32,4,69,"0,182208000"
"freezing","6F","6F - 10",2700,300,"1320,92","28,9753000","97,8535","2,14649",29,10,69,"0,650826000"
"freezing","6F","6F - 10",2185,104,"1139,88","6,8684400","99,4010","0,59895",26,3,56,"0,131317000"
"freezing","6F","6F - 10",4442,3220,"1064,11","268,5170000","79,8506","20,14940",39,35,114,"7,719220000"
"freezing","6F","6F - 10",3401,1783,"757,74","110,8230000","87,2406","12,75940",33,25,92,"3,433410000"
"freezing","6F","6F - 10",2858,458,"1500,46","40,4112000","97,3774","2,62262",30,13,74,"0,800890000"
"freezing","6F","6F - 10",2873,579,"1241,08","56,9646000","95,6115","4,38851",30,15,76,"1,324740000"
"freezing","6F","6F - 10",2680,396,"1365,01","36,4445000","97,3995","2,60048",29,9,68,"0,724005000"
"freezing","6F","6F - 10",4549,1239,"955,28","71,6108000","93,0265","6,97355",38,26,103,"2,579520000"
"freezing","6F","6F - 10",2944,429,"1537,74","42,8563000","97,2886","2,71140",30,10,71,"0,773611000"
"freezing","6F","6F - 10",3691,273,"2145,81","26,9394000","98,7601","1,23987",34,7,76,"0,423447000"
"freezing","6F","6F - 10",3098,333,"1633,43","29,6759000","98,2156","1,78437",31,10,73,"0,570022000"
"freezing","6F","6F - 10",2521,69,"1304,78","4,3055500","99,6711","0,32890",28,3,60,"0,091334900"
"freezing","6F","6F - 10",5349,2,"1770,65","0,0518697","99,9971","0,00293",41,3,86,"0,001311560"
"freezing","6F","6F - 10",2916,622,"1313,36","54,1269000","96,0419","3,95813",30,11,72,"1,068020000"
"freezing","6F","6F - 10",5321,1298,"1301,99","77,6411000","94,3723","5,62766",41,19,102,"2,239330000"
"freezing","6F","6F - 10",4071,6981,"343,17","465,6680000","42,4272","57,57280",36,81,154,"30,936800000"
"freezing","6F","6F - 10",2711,2,"1264,38","0,0383833","99,9970","0,00304",29,3,62,"0,000956514"
"freezing","6F","6F - 10",2693,168,"1418,28","13,1913000","99,0785","0,92153",29,5,64,"0,263203000"
"freezing","6F","6F - 10",2563,430,"1269,46","38,7507000","97,0379","2,96212",28,10,67,"0,787869000"
"H2O2","1H202","1H202 - 1",5007,9393,"827,10","504,0560000","62,1339","37,86610",40,124,205,"32,766400000"
"H2O2","1H202","1H202 - 1",3450,12666,"290,78","757,7640000","27,7315","72,26850",35,155,226,"73,376000000"
"H2O2","1H202","1H202 - 1",3973,10230,"647,18","709,1420000","47,7159","52,28410",37,136,211,"48,595900000"
"H2O2","1H202","1H202 - 1",4594,11931,"373,76","740,6040000","33,5400","66,46000",38,143,220,"65,728500000"
"H2O2","1H202","1H202 - 1",4620,878,"1022,34","44,2657000","95,8499","4,15014",38,16,93,"1,479810000"
"H2O2","1H202","1H202 - 1",3787,12937,"259,18","864,8450000","23,0579","76,94210",35,156,227,"81,546500000"
"H2O2","1H202","1H202 - 1",5051,9857,"795,68","581,4130000","57,7797","42,22030",40,126,207,"37,370100000"
"H2O2","1H202","1H202 - 1",4935,11636,"562,39","716,1790000","43,9861","56,01390",40,137,218,"53,438700000"
"H2O2","1H202","1H202 - 1",4810,12292,"399,17","807,4510000","33,0814","66,91860",40,148,229,"69,237900000"
"H2O2","1H202","1H202 - 1",4683,10843,"574,86","586,1000000","49,5159","50,48410",40,136,217,"47,257800000"
"H2O2","1H202","1H202 - 1",4928,11737,"453,89","599,6430000","43,0825","56,91750",41,145,228,"54,359900000"
"H2O2","1H202","1H202 - 1",5050,11208,"697,36","674,6520000","50,8274","49,17260",40,138,219,"45,519800000"
"H2O2","1H202","1H202 - 1",5479,7060,"1089,32","334,6050000","76,5013","23,49870",42,102,187,"18,706900000"
"H2O2","1H202","1H202 - 1",4611,11101,"521,69","760,5430000","40,6861","59,31390",39,132,211,"54,958100000"
"H2O2","1H202","1H202 - 1",4910,3388,"1157,09","147,8560000","88,6696","11,33040",40,85,166,"6,634140000"
"H2O2","1H202","1H202 - 1",11916,1272,"833,97","27,6013000","96,7964","3,20360",76,19,172,"2,296950000"
"H2O2","1H202","1H202 - 1",5551,8677,"955,49","456,0630000","67,6907","32,30930",44,110,199,"27,450000000"
"H2O2","1H202","1H202 - 1",4635,10405,"547,88","651,0210000","45,6985","54,30150",41,125,208,"48,232000000"
"H2O2","1H202","1H202 - 1",4018,8465,"566,56","380,2550000","59,8387","40,16130",36,114,187,"30,599900000"
"H2O2","1H202","1H202 - 1",5598,9907,"648,98","578,7350000","52,8609","47,13910",44,117,206,"43,510700000"
"H2O2","1H202","1H202 - 1",5014,9758,"903,71","537,7490000","62,6940","37,30600",40,124,205,"32,065700000"
"H2O2","1H202","1H202 - 1",4867,11791,"558,67","689,0740000","44,7744","55,22560",39,144,223,"54,904400000"
"H2O2","1H202","1H202 - 2",4688,12272,"839,66","1028,8200000","44,9383","55,06170",39,137,216,"54,173500000"
"H2O2","1H202","1H202 - 2",13730,2194,"1752,18","107,8880000","94,1998","5,80022",79,27,186,"4,500680000"
"H2O2","1H202","1H202 - 2",7339,12747,"1357,78","1650,5900000","45,1335","54,86650",49,141,240,"54,233000000"
"H2O2","1H202","1H202 - 2",4793,12939,"620,78","990,4160000","38,5292","61,47080",39,141,220,"60,278500000"
"H2O2","1H202","1H202 - 2",4056,14822,"376,64","1150,9600000","24,6557","75,34430",38,162,239,"76,005900000"
"H2O2","1H202","1H202 - 2",11214,5929,"863,67","440,8060000","66,2082","33,79180",66,67,200,"28,915000000"
"H2O2","1H202","1H202 - 2",5614,12192,"737,59","733,9210000","50,1246","49,87540",42,144,229,"50,510400000"
"H2O2","1H202","1H202 - 2",5749,9372,"850,17","663,6770000","56,1595","43,84050",43,121,208,"40,605000000"
"H2O2","1H202","1H202 - 2",5938,8899,"849,64","560,0770000","60,2701","39,72990",46,120,213,"37,067400000"
"H2O2","1H202","1H202 - 2",5393,11699,"542,85","782,0210000","40,9737","59,02630",41,138,221,"56,702700000"
"H2O2","1H202","1H202 - 2",5284,13708,"455,43","650,9700000","41,1630","58,83700",41,155,238,"63,475700000"
"H2O2","1H202","1H202 - 2",6174,11353,"604,15","668,2900000","47,4796","52,52040",44,127,216,"50,504700000"
"H2O2","1H202","1H202 - 2",5990,11798,"563,90","469,8860000","54,5473","45,45270",44,141,230,"48,202500000"
"H2O2","1H202","1H202 - 2",4373,12136,"365,00","664,4730000","35,4548","64,54520",38,139,216,"64,560000000"
"H2O2","1H202","1H202 - 3",5054,12922,"757,69","1289,1600000","37,0173","62,98270",40,143,224,"65,570900000"
"H2O2","1H202","1H202 - 3",5368,13560,"620,41","1167,5300000","34,6997","65,30030",41,149,232,"71,148600000"
"H2O2","1H202","1H202 - 3",5155,12811,"895,31","1061,6800000","45,7493","54,25070",40,144,225,"52,081800000"
"H2O2","1H202","1H202 - 3",4268,13313,"619,53","1123,7500000","35,5382","64,46180",37,153,228,"68,729700000"
"H2O2","1H202","1H202 - 3",6582,11555,"806,28","862,5240000","48,3147","51,68530",46,132,225,"52,365800000"
"H2O2","1H202","1H202 - 3",5677,13336,"770,80","859,0690000","47,2921","52,70790",44,146,235,"52,605100000"
"H2O2","1H202","1H202 - 3",15799,314,"1310,64","5,7310200","99,5646","0,43536",89,8,187,"0,378784000"
"H2O2","1H202","1H202 - 3",5645,3943,"1503,57","181,2310000","89,2432","10,75680",42,89,174,"7,017320000"
"H2O2","1H202","1H202 - 3",5246,12858,"664,28","988,4570000","40,1928","59,80720",42,140,225,"58,488100000"
"H2O2","1H202","1H202 - 3",5460,11504,"768,07","869,2350000","46,9107","53,08930",42,133,218,"50,683100000"
"H2O2","1H202","1H202 - 3",4905,2174,"1208,27","98,2853000","92,4775","7,52250",39,77,156,"4,420060000"
"H2O2","1H202","1H202 - 3",4835,13518,"410,31","915,6990000","30,9434","69,05660",39,145,224,"69,095700000"
"H2O2","1H202","1H202 - 3",2914,15014,"250,31","1100,3900000","18,5321","81,46790",39,150,229,"75,431700000"
"H2O2","1H202","1H202 - 3",5042,13945,"541,57","1075,2300000","33,4966","66,50340",40,151,232,"69,319600000"
"H2O2","1H202","1H202 - 3",3818,14848,"587,46","1256,0800000","31,8658","68,13420",39,156,235,"64,538600000"
"H2O2","1H202","1H202 - 4",5335,14001,"549,85","809,2920000","40,4556","59,54440",41,152,235,"61,849500000"
"H2O2","1H202","1H202 - 4",4717,11624,"761,34","835,5850000","47,6754","52,32460",39,139,218,"48,297900000"
"H2O2","1H202","1H202 - 4",6739,10845,"814,57","661,1250000","55,1990","44,80100",46,117,210,"41,744500000"
"H2O2","1H202","1H202 - 4",5662,12483,"655,48","898,6540000","42,1764","57,82360",42,134,219,"54,785200000"
"H2O2","1H202","1H202 - 4",5642,10709,"943,95","673,6280000","58,3559","41,64410",42,124,209,"37,931400000"
"H2O2","1H202","1H202 - 4",5432,12238,"468,39","774,3770000","37,6893","62,31070",41,137,220,"60,851000000"
"H2O2","1H202","1H202 - 4",4328,13773,"653,50","960,0070000","40,5018","59,49820",38,148,225,"54,680700000"
"H2O2","1H202","1H202 - 4",4688,9060,"943,55","542,6800000","63,4862","36,51380",39,124,203,"31,615100000"
"H2O2","1H202","1H202 - 4",5343,11983,"806,43","838,7950000","49,0163","50,98370",41,135,218,"49,411900000"
"H2O2","1H202","1H202 - 4",5583,14117,"537,21","1018,5300000","34,5309","65,46910",42,152,237,"68,814900000"
"H2O2","1H202","1H202 - 4",6104,9255,"1200,01","532,8440000","69,2504","30,74960",44,126,215,"28,570600000"
"H2O2","1H202","1H202 - 4",6147,12444,"977,65","735,5250000","57,0665","42,93350",44,142,231,"43,160100000"
"H2O2","1H202","1H202 - 4",5930,12126,"748,24","748,4440000","49,9932","50,00680",43,132,219,"47,670400000"
"H2O2","1H202","1H202 - 4",5857,9861,"935,49","567,6890000","62,2341","37,76590",43,116,203,"33,736300000"
"H2O2","1H202","1H202 - 4",6031,8953,"1326,20","655,0800000","66,9365","33,06350",44,111,200,"28,422100000"
"H2O2","1H202","1H202 - 4",6130,3995,"1663,13","199,7460000","89,2776","10,72240",44,83,172,"7,005770000"
"H2O2","1H202","1H202 - 4",5846,13938,"621,92","1086,9400000","36,3939","63,60610",43,156,243,"63,968700000"
"H2O2","1H202","1H202 - 4",4879,13388,"715,08","1295,3000000","35,5694","64,43060",39,146,225,"64,005800000"
"H2O2","1H202","1H202 - 4",4417,12772,"887,41","1040,7600000","46,0233","53,97670",39,143,222,"49,923900000"
"H2O2","1H202","1H202 - 4",6695,11099,"1016,06","842,9910000","54,6548","45,34520",46,125,218,"43,867200000"
"H2O2","1H202","1H202 - 4",4933,12851,"881,11","868,4090000","50,3629","49,63710",40,146,227,"48,702600000"
"H2O2","1H202","1H202 - 4",5856,11974,"871,68","793,2770000","52,3546","47,64540",45,128,219,"45,775400000"
"H2O2","1H202","1H202 - 5",7130,6599,"2233,20","538,5850000","80,5690","19,43100",48,76,173,"13,942900000"
"H2O2","1H202","1H202 - 5",6567,8493,"2264,91","978,3970000","69,8334","30,16660",46,95,188,"21,765100000"
"H2O2","1H202","1H202 - 5",5196,10803,"1459,21","1373,7100000","51,5090","48,49100",42,118,203,"39,890100000"
